@relation commons_lang

@attribute release_name string
@attribute OO_averageAMC real
@attribute OO_averageCAM real
@attribute OO_averageCBM real
@attribute OO_averageCBO real
@attribute OO_averageCC real
@attribute OO_averageDAM real
@attribute OO_averageDIT real
@attribute OO_averageIC real
@attribute OO_averageLCOM real
@attribute OO_averageLCOM3 real
@attribute OO_averageLOC real
@attribute OO_averageMFA real
@attribute OO_averageMOA real
@attribute OO_averageNOC real
@attribute OO_averageRFC real
@attribute OO_averageWMC real
@attribute OO_totalAMC real
@attribute OO_totalCAM real
@attribute OO_totalCBM real
@attribute OO_totalCBO real
@attribute OO_totalCC real
@attribute OO_totalDAM real
@attribute OO_totalDIT real
@attribute OO_totalIC real
@attribute OO_totalLCOM real
@attribute OO_totalLCOM3 real
@attribute OO_totalLOC real
@attribute OO_totalMFA real
@attribute OO_totalMOA real
@attribute OO_totalNOC real
@attribute OO_totalRFC real
@attribute OO_totalWMC real
@attribute change_changeComplexity real
@attribute change_m1 real
@attribute change_m2 real
@attribute change_m3 real
@attribute change_m4 real
@attribute change_m6 real
@attribute change_m7 real
@attribute change_m8 real
@attribute gr_StructureGraphAvgClusteringCoefficient real
@attribute gr_StructureGraphAvgDegree real
@attribute gr_StructureGraphAvgEccentricity real
@attribute gr_StructureGraphComplexity real
@attribute gr_StructureGraphDensity real
@attribute gr_StructureGraphDiameter real
@attribute gr_StructureGraphNumEdges real
@attribute gr_StructureGraphNumNodes real
@attribute WNF real

@data
LANG_2_0,26.736842105263158,0.15789473684210525,0.3684210526315789,2.6666666666666665,2.457328980536261,0.45614035087719296,1.3157894736842106,0.24561403508771928,393.2105263157895,1.1578947368421053,524.6315789473684,0.15789473684210525,0.7543859649122807,0.24561403508771928,38.63157894736842,21.140350877192983,1524.0,9.0,21.0,152.0,140.06775189056688,26.0,75.0,14.0,22413.0,66.0,29904.0,9.0,43.0,14.0,2202.0,1205.0,4.838102962765297,2.9376672017121455,0.9834470304975923,3.508771929824561,5.89,2402.09375,2.9871127886021287,74.57385398981324,0.12414369256474521,2.0701754385964914,0.5263157894736842,15.0,0.03696741908788681,7.0,59.0,57.0,306.0,
LANG_2_1,23.1,0.15714285714285714,0.5285714285714286,2.8142857142857145,2.348840131817463,0.5285714285714286,1.3285714285714285,0.32857142857142857,519.5428571428571,1.1571428571428573,508.1857142857143,0.12857142857142856,0.6285714285714286,0.22857142857142856,39.214285714285715,21.914285714285715,1617.0,11.0,37.0,197.0,164.41880922722243,37.0,93.0,23.0,36368.0,81.0,35573.0,9.0,44.0,16.0,2745.0,1534.0,3.5162636144035884,1.8605121862086413,0.7788772383549322,3.4714285714285715,5.205761316872428,700.8895612708018,2.3887104341863066,52.319367588932806,0.12673263244691815,2.0285714285714285,0.7714285714285715,18.0,0.029399586841464043,7.0,71.0,70.0,316.0,
LANG_2_2,21.83116883116883,0.12987012987012986,0.5324675324675324,3.0779220779220777,2.2846432941427053,0.6493506493506493,1.2857142857142858,0.33766233766233766,537.961038961039,1.12987012987013,556.3376623376623,0.11688311688311688,0.8571428571428571,0.2987012987012987,42.753246753246756,24.493506493506494,1681.0,10.0,41.0,237.0,175.9175336489883,50.0,99.0,26.0,41423.0,87.0,42838.0,9.0,66.0,23.0,3292.0,1886.0,3.532195334425917,4.998972874550633,2.3423362435221065,5.8441558441558445,3.0844444444444443,3209.89721627409,2.134182437886806,154.28386167146974,0.18290605498397702,2.25974025974026,0.8701298701298701,28.0,0.02973342500627041,8.0,87.0,77.0,301.0,
LANG_2_3,21.038961038961038,0.12987012987012986,0.5324675324675324,3.168831168831169,2.282314205364443,0.6493506493506493,1.2857142857142858,0.33766233766233766,590.8701298701299,1.12987012987013,561.1558441558442,0.11688311688311688,0.8571428571428571,0.2987012987012987,43.311688311688314,25.0,1620.0,10.0,41.0,244.0,175.7381938130621,50.0,99.0,26.0,45497.0,87.0,43209.0,9.0,66.0,23.0,3335.0,1925.0,2.6763399155267398,0.09967830775995741,0.03385868684764748,0.6623376623376623,2.235294117647059,241.192,2.943950786056049,37.780701754385966,0.17190190761619328,2.3376623376623376,0.8961038961038961,30.0,0.03075871430337429,8.0,90.0,77.0,265.0,
LANG_2_4,20.925,0.1375,0.525,3.125,2.264373909333484,0.65,1.3,0.3375,628.9,1.1375,576.6625,0.125,0.825,0.2875,43.9875,25.35,1674.0,11.0,42.0,250.0,181.14991274667872,52.0,104.0,27.0,50312.0,91.0,46133.0,10.0,66.0,23.0,3519.0,2028.0,2.8211011866904894,0.2819673552554571,0.08438644787895866,1.475,2.542372881355932,227.07231920199501,3.341381967634215,43.36,0.16128891941391937,2.325,0.9125,30.0,0.02943038009107113,12.0,93.0,80.0,264.0,
LANG_2_5,20.611764705882354,0.1411764705882353,0.5176470588235295,3.2941176470588234,2.229339529891262,0.6352941176470588,1.2823529411764707,0.3411764705882353,697.0470588235294,1.1647058823529413,580.9529411764706,0.11764705882352941,0.7764705882352941,0.27058823529411763,44.694117647058825,25.67058823529412,1752.0,12.0,44.0,280.0,189.49386004075726,54.0,109.0,29.0,59249.0,99.0,49381.0,10.0,66.0,23.0,3799.0,2182.0,2.1726946481774623,4.542354346813552,2.211781859419615,5.847058823529411,2.1267605633802815,2220.8514851485147,2.053708112067387,212.2100283822138,0.20520900667959488,2.541176470588235,0.8235294117647058,40.0,0.03025210089981556,9.0,108.0,85.0,232.0,
LANG_2_6,20.406976744186046,0.1511627906976744,0.5116279069767442,3.744186046511628,2.2148811966877533,0.6395348837209303,1.2674418604651163,0.3372093023255814,703.546511627907,1.1744186046511629,584.1046511627907,0.11627906976744186,0.7674418604651163,0.27906976744186046,45.13953488372093,25.74418604651163,1755.0,13.0,44.0,322.0,190.47978291514679,55.0,109.0,29.0,60505.0,101.0,50233.0,10.0,66.0,24.0,3882.0,2214.0,2.111140124612415,0.130730794497641,0.060517986184380784,0.6511627906976745,1.8928571428571428,142.7608695652174,2.1601973684210525,61.95283018867924,0.26864717170174723,3.0,1.244186046511628,58.0,0.03529411926865578,7.0,129.0,86.0,204.0,
LANG_3_0,20.949494949494948,0.29292929292929293,0.36363636363636365,3.6666666666666665,2.015207047092022,0.6464646464646465,1.1414141414141414,0.2727272727272727,587.2323232323232,1.1313131313131313,489.8181818181818,0.09090909090909091,0.8585858585858586,0.30303030303030304,38.505050505050505,21.585858585858585,2074.0,29.0,36.0,363.0,199.5054976621102,64.0,113.0,27.0,58136.0,112.0,48492.0,9.0,85.0,30.0,3812.0,2137.0,3.4641134480437894,9.256227831394868,4.62463911573043,7.151515151515151,4.669491525423729,2585.9843621399177,2.0015027334587843,135.7692075015124,0.15907016664592424,2.4242424242424243,0.8080808080808081,49.0,0.024737168103456497,7.0,120.0,99.0,195.0,
LANG_3_0_1,21.232323232323232,0.29292929292929293,0.36363636363636365,3.7777777777777777,2.021613889949206,0.6464646464646465,1.1414141414141414,0.2727272727272727,632.6666666666666,1.1313131313131313,506.3636363636364,0.09090909090909091,0.8585858585858586,0.30303030303030304,39.333333333333336,21.92929292929293,2102.0,29.0,36.0,374.0,200.13977510497142,64.0,113.0,27.0,62634.0,112.0,50130.0,9.0,85.0,30.0,3894.0,2171.0,4.897328755407653,0.10149611011370437,0.018332335926590865,0.7171717171717171,1.9859154929577465,1548.5217391304348,5.5364526659412405,36.08510638297872,0.18483852253905728,2.525252525252525,0.8282828282828283,52.0,0.02576788328588009,7.0,125.0,99.0,198.0,
LANG_3_1,21.232323232323232,0.29292929292929293,0.36363636363636365,3.808080808080808,2.0229489252561152,0.6363636363636364,1.1414141414141414,0.2727272727272727,635.2020202020202,1.1313131313131313,506.1111111111111,0.09090909090909091,0.8585858585858586,0.30303030303030304,39.43434343434343,21.95959595959596,2102.0,29.0,36.0,377.0,200.2719436003554,63.0,113.0,27.0,62885.0,112.0,50105.0,9.0,85.0,30.0,3904.0,2174.0,3.7635231168524608,0.1992415926554236,0.0907294681169544,0.9191919191919192,2.0549450549450547,698.81,2.1959964804223495,53.38502673796791,0.1844454053901469,2.5454545454545454,0.8282828282828283,53.0,0.025974025949835777,7.0,126.0,99.0,201.0,
